SCD;21NOV12
RowNr;RD;RA;CD;CA;AL;FNR;SNR;DEP;ARR;STD;DDC;STA;ADC;Mo;Tu;We;Th;Fr;Sa;So;ACtype;ACtypefullname;AG;AGfullname;Start_Op;End_Op
3204;EU;EU;DE;RO;LH;LH1652;0;MUC;OTP;1315;0;1615;0;1;;;;;;;31W;AirbusA319;O;Others;03DEC12;03DEC12
3205;EU;EU;DE;RO;LH;LH1652;0;MUC;OTP;1315;0;1615;0;1;2;;;;;;319;AirbusA319;O;Others;04DEC12;10DEC12
3206;EU;EU;DE;RO;LH;LH1652;0;MUC;OTP;1315;0;1615;0;;;3;4;5;;;31W;AirbusA319;O;Others;05DEC12;07DEC12
3207;EU;EU;DE;RO;LH;LH1652;0;MUC;OTP;1315;0;1615;0;;2;3;;5;;;31W;AirbusA319;O;Others;11DEC12;14DEC12
3208;EU;EU;DE;RO;LH;LH1652;0;MUC;OTP;1315;0;1615;0;1;2;;4;;;;31W;AirbusA319;O;Others;13DEC12;20DEC12
3209;EU;EU;DE;RO;LH;LH1652;0;MUC;OTP;1310;0;1610;0;;;;;;;7;321;AirbusA321-100/200;W;PAXULD;16DEC12;23DEC12
3210;EU;EU;DE;RO;LH;LH1652;0;MUC;OTP;1315;0;1615;0;;;3;;5;;;319;AirbusA319;O;Others;19DEC12;21DEC12
3211;EU;EU;RO;DE;LH;LH1653;0;OTP;MUC;1655;0;1805;0;1;2;3;4;;;7;31W;AirbusA319;O;Others;19NOV12;25NOV12
3212;EU;EU;RO;DE;LH;LH1653;0;OTP;MUC;1655;0;1805;0;;2;;4;5;;;319;AirbusA319;O;Others;23NOV12;29NOV12
3213;EU;EU;RO;DE;LH;LH1653;0;OTP;MUC;1655;0;1805;0;1;;3;;5;;;31W;AirbusA319;O;Others;26NOV12;30NOV12
3214;EU;EU;RO;DE;LH;LH1653;0;OTP;MUC;1655;0;1805;0;1;;3;4;5;;7;31W;AirbusA319;O;Others;02DEC12;07DEC12
3215;EU;EU;RO;DE;LH;LH1653;0;OTP;MUC;1655;0;1805;0;1;2;;;;;;319;AirbusA319;O;Others;04DEC12;10DEC12
3216;EU;EU;RO;DE;LH;LH1653;0;OTP;MUC;1655;0;1805;0;;;;;;;7;31W;AirbusA319;O;Others;09DEC12;09DEC12
3217;EU;EU;RO;DE;LH;LH1653;0;OTP;MUC;1655;0;1805;0;;2;3;;5;;;31W;AirbusA319;O;Others;11DEC12;14DEC12
3218;EU;EU;RO;DE;LH;LH1653;0;OTP;MUC;1655;0;1805;0;1;2;;4;;;;31W;AirbusA319;O;Others;13DEC12;20DEC12
3219;EU;EU;RO;DE;LH;LH1653;0;OTP;MUC;1655;0;1805;0;;;;;;;7;321;AirbusA321-100/200;W;PAXULD;16DEC12;23DEC12
3220;EU;EU;RO;DE;LH;LH1653;0;OTP;MUC;1655;0;1805;0;;;3;;5;;;319;AirbusA319;O;Others;19DEC12;21DEC12
3221;EU;EU;DE;RO;LH;LH1654;0;MUC;OTP;1530;0;1830;0;;;;;5;6;7;E95;EmbraerERJ195;O;Others;28OCT12;30MAR13
3222;EU;EU;DE;RO;LH;LH1654;0;MUC;OTP;1530;0;1830;0;;2;;;;;;319;AirbusA319;O;Others;27NOV12;25DEC12
3223;EU;EU;DE;RO;LH;LH1654;0;MUC;OTP;1530;0;1830;0;;;3;;;;;319;AirbusA319;O;Others;21NOV12;02JAN13
3224;EU;EU;DE;RO;LH;LH1654;0;MUC;OTP;1530;0;1830;0;1;;;4;;;;31W;AirbusA319;O;Others;22NOV12;29NOV12
3225;EU;EU;DE;RO;LH;LH1654;0;MUC;OTP;1530;0;1830;0;1;;;;;;;319;AirbusA319;O;Others;03DEC12;03DEC12
3226;EU;EU;DE;RO;LH;LH1654;0;MUC;OTP;1530;0;1830;0;1;;;4;;;;31W;AirbusA319;O;Others;06DEC12;13DEC12
3227;EU;EU;DE;RO;LH;LH1654;0;MUC;OTP;1530;0;1830;0;1;;;;;;;320;AirbusA320-100/200;W;PAXULD;17DEC12;17DEC12
3228;EU;EU;DE;RO;LH;LH1654;0;MUC;OTP;1530;0;1830;0;1;;;4;;;;319;AirbusA319;O;Others;20DEC12;24DEC12
3229;EU;EU;RO;DE;LH;LH1655;0;OTP;MUC;1915;0;2020;0;;;;;5;6;7;E95;EmbraerERJ195;O;Others;28OCT12;30MAR13
3230;EU;EU;RO;DE;LH;LH1655;0;OTP;MUC;1910;0;2020;0;;2;;;;;;319;AirbusA319;O;Others;27NOV12;25DEC12
3231;EU;EU;RO;DE;LH;LH1655;0;OTP;MUC;1910;0;2020;0;;;3;;;;;319;AirbusA319;O;Others;21NOV12;02JAN13
3232;EU;EU;RO;DE;LH;LH1655;0;OTP;MUC;1910;0;2020;0;1;;;4;;;;31W;AirbusA319;O;Others;22NOV12;29NOV12
3233;EU;EU;RO;DE;LH;LH1655;0;OTP;MUC;1910;0;2020;0;1;;;;;;;319;AirbusA319;O;Others;03DEC12;03DEC12
3234;EU;EU;RO;DE;LH;LH1655;0;OTP;MUC;1910;0;2020;0;1;;;4;;;;31W;AirbusA319;O;Others;06DEC12;13DEC12
3235;EU;EU;RO;DE;LH;LH1655;0;OTP;MUC;1910;0;2020;0;1;;;;;;;320;AirbusA320-100/200;W;PAXULD;17DEC12;17DEC12
3236;EU;EU;RO;DE;LH;LH1655;0;OTP;MUC;1910;0;2020;0;1;;;4;;;;319;AirbusA319;O;Others;20DEC12;24DEC12
3237;EU;EU;DE;RO;LH;LH1656;0;MUC;OTP;2135;0;0035;1;;;3;;;;7;321;AirbusA321-100/200;W;PAXULD;18NOV12;21NOV12
3238;EU;EU;DE;RO;LH;LH1656;0;MUC;OTP;2135;0;0035;1;1;;;4;;6;;320;AirbusA320-100/200;W;PAXULD;22NOV12;26NOV12
3239;EU;EU;DE;RO;LH;LH1656;0;MUC;OTP;2135;0;0035;1;;2;3;4;5;;7;321;AirbusA321-100/200;W;PAXULD;23NOV12;30NOV12
3240;EU;EU;DE;RO;LH;LH1656;0;MUC;OTP;2135;0;0035;1;;;;;;6;;319;AirbusA319;O;Others;01DEC12;01DEC12
3241;EU;EU;DE;RO;LH;LH1656;0;MUC;OTP;2135;0;0035;1;1;2;3;;;;7;320;AirbusA320-100/200;W;PAXULD;02DEC12;12DEC12
3242;EU;EU;DE;RO;LH;LH1656;0;MUC;OTP;2135;0;0035;1;;;;4;5;6;;319;AirbusA319;O;Others;06DEC12;08DEC12
3243;EU;EU;DE;RO;LH;LH1656;0;MUC;OTP;2135;0;0035;1;;;;4;;;;321;AirbusA321-100/200;W;PAXULD;13DEC12;20DEC12
3244;EU;EU;DE;RO;LH;LH1656;0;MUC;OTP;2135;0;0035;1;1;;3;;5;;7;320;AirbusA320-100/200;W;PAXULD;14DEC12;21DEC12
3245;EU;EU;DE;RO;LH;LH1656;0;MUC;OTP;2135;0;0035;1;;;;;;6;;319;AirbusA319;O;Others;15DEC12;15DEC12
3246;EU;EU;DE;RO;LH;LH1656;0;MUC;OTP;2135;0;0035;1;;2;;;;;;31W;AirbusA319;O;Others;18DEC12;18DEC12
3247;EU;EU;RO;DE;LH;LH1657;0;OTP;MUC;0655;0;0805;0;;2;3;;5;;7;320;AirbusA320-100/200;W;PAXULD;21NOV12;27NOV12
3248;EU;EU;RO;DE;LH;LH1657;0;OTP;MUC;0655;0;0805;0;1;;;4;;6;;321;AirbusA321-100/200;W;PAXULD;22NOV12;29NOV12
3249;EU;EU;RO;DE;LH;LH1657;0;OTP;MUC;0655;0;0805;0;;;3;;5;6;;321;AirbusA321-100/200;W;PAXULD;28NOV12;01DEC12
3250;EU;EU;RO;DE;LH;LH1657;0;OTP;MUC;0655;0;0805;0;;;;;;;7;319;AirbusA319;O;Others;02DEC12;02DEC12
3251;EU;EU;RO;DE;LH;LH1657;0;OTP;MUC;0655;0;0805;0;1;;;4;;;;320;AirbusA320-100/200;W;PAXULD;03DEC12;06DEC12
3252;EU;EU;RO;DE;LH;LH1657;0;OTP;MUC;0655;0;0805;0;1;2;3;;;;;320;AirbusA320-100/200;W;PAXULD;04DEC12;12DEC12
3253;EU;EU;RO;DE;LH;LH1657;0;OTP;MUC;0655;0;0805;0;;;;;5;6;7;319;AirbusA319;O;Others;07DEC12;09DEC12
3254;EU;EU;RO;DE;LH;LH1657;0;OTP;MUC;0655;0;0805;0;;;;4;;;;320;AirbusA320-100/200;W;PAXULD;13DEC12;13DEC12
3255;EU;EU;RO;DE;LH;LH1657;0;OTP;MUC;0655;0;0805;0;;;;;5;;;321;AirbusA321-100/200;W;PAXULD;14DEC12;21DEC12
3256;EU;EU;RO;DE;LH;LH1657;0;OTP;MUC;0655;0;0805;0;1;2;;4;;6;;320;AirbusA320-100/200;W;PAXULD;15DEC12;22DEC12
3257;EU;EU;RO;DE;LH;LH1657;0;OTP;MUC;0655;0;0805;0;;;;;;;7;319;AirbusA319;O;Others;16DEC12;16DEC12
3258;EU;EU;RO;DE;LH;LH1657;0;OTP;MUC;0655;0;0805;0;;;3;;;;;31W;AirbusA319;O;Others;19DEC12;19DEC12
3259;EU;EU;DE;RO;LH;LH1658;0;MUC;TSR;1100;0;1330;0;1;2;3;4;5;6;7;CR9;CanadairRegionalJet900;O;Others;19NOV12;30MAR13
3260;EU;EU;RO;DE;LH;LH1659;0;TSR;MUC;1405;0;1435;0;1;2;3;4;5;6;7;CR9;CanadairRegionalJet900;O;Others;19NOV12;30MAR13
3261;EU;EU;DE;RO;LH;LH1660;0;MUC;TSR;1455;0;1725;0;1;2;3;4;5;;7;CR9;CanadairRegionalJet900;O;Others;14NOV12;23DEC12
3262;EU;EU;RO;DE;LH;LH1661;0;TSR;MUC;1805;0;1835;0;1;2;3;4;5;;7;CR9;CanadairRegionalJet900;O;Others;14NOV12;23DEC12
3263;EU;EU;DE;RO;LH;LH1662;0;MUC;TSR;1935;0;2205;0;1;2;3;4;5;6;7;CR9;CanadairRegionalJet900;O;Others;20NOV12;23DEC12
3264;EU;EU;RO;DE;LH;LH1663;0;TSR;MUC;0610;0;0640;0;1;2;3;4;5;6;7;CR9;CanadairRegionalJet900;O;Others;04NOV12;24DEC12
3265;EU;EU;DE;RO;LH;LH1664;0;MUC;SBZ;1430;0;1710;0;;;3;4;5;6;7;E95;EmbraerERJ195;O;Others;17NOV12;30MAR13
3266;EU;EU;DE;RO;LH;LH1664;0;MUC;SBZ;1430;0;1710;0;1;2;;;;;;E95;EmbraerERJ195;O;Others;29OCT12;18DEC12
3267;EU;EU;RO;DE;LH;LH1665;0;SBZ;MUC;1755;0;1840;0;;;3;4;5;6;7;E95;EmbraerERJ195;O;Others;17NOV12;30MAR13
3268;EU;EU;RO;DE;LH;LH1665;0;SBZ;MUC;1755;0;1840;0;1;2;;;;;;E95;EmbraerERJ195;O;Others;29OCT12;18DEC12
3269;EU;EU;DE;RO;LH;LH1670;0;MUC;CLJ;0925;0;1225;0;;;3;4;5;6;;DH4;DeHavillandCanadaDHC-8Dash8-400;O;Others;15NOV12;30MAR13
3270;EU;EU;DE;RO;LH;LH1670;0;MUC;CLJ;0925;0;1225;0;1;2;;;;;7;DH4;DeHavillandCanadaDHC-8Dash8-400;O;Others;25NOV12;26MAR13
3271;EU;EU;RO;DE;LH;LH1671;0;CLJ;MUC;1320;0;1425;0;;;3;4;5;6;;DH4;DeHavillandCanadaDHC-8Dash8-400;O;Others;15NOV12;30MAR13
3272;EU;EU;RO;DE;LH;LH1671;0;CLJ;MUC;1320;0;1425;0;1;2;;;;;7;DH4;DeHavillandCanadaDHC-8Dash8-400;O;Others;25NOV12;26MAR13
3273;EU;EU;DE;RO;LH;LH1672;0;MUC;CLJ;2125;0;0025;1;;2;3;4;5;;;DH4;DeHavillandCanadaDHC-8Dash8-400;O;Others;21NOV12;21DEC12
3274;EU;EU;DE;RO;LH;LH1672;0;MUC;CLJ;2125;0;0025;1;1;;;;;6;7;DH4;DeHavillandCanadaDHC-8Dash8-400;O;Others;24NOV12;23DEC12
3275;EU;EU;RO;DE;LH;LH1673;0;CLJ;MUC;0640;0;0745;0;;2;3;4;5;6;;DH4;DeHavillandCanadaDHC-8Dash8-400;O;Others;22NOV12;22DEC12
3276;EU;EU;RO;DE;LH;LH1673;0;CLJ;MUC;0640;0;0745;0;1;;;;;;7;DH4;DeHavillandCanadaDHC-8Dash8-400;O;Others;25NOV12;24DEC12
3277;EU;EU;DE;HU;LH;LH1674;0;MUC;BUD;0640;0;0755;0;1;2;3;4;5;;;E95;EmbraerERJ195;O;Others;05NOV12;21DEC12
3278;EU;EU;HU;DE;LH;LH1675;0;BUD;MUC;0835;0;0950;0;1;2;3;4;5;;;E95;EmbraerERJ195;O;Others;05NOV12;21DEC12
3279;EU;EU;DE;HU;LH;LH1676;0;MUC;BUD;1125;0;1240;0;1;2;3;4;5;6;;321;AirbusA321-100/200;W;PAXULD;21NOV12;24DEC12
3280;EU;EU;DE;HU;LH;LH1676;0;MUC;BUD;1125;0;1240;0;;;;;;;7;321;AirbusA321-100/200;W;PAXULD;25NOV12;25NOV12
3281;EU;EU;DE;HU;LH;LH1676;0;MUC;BUD;1125;0;1240;0;;;;;;;7;321;AirbusA321-100/200;W;PAXULD;02DEC12;16DEC12
3282;EU;EU;HU;DE;LH;LH1677;0;BUD;MUC;1325;0;1445;0;1;2;3;4;5;6;;321;AirbusA321-100/200;W;PAXULD;21NOV12;24DEC12
3283;EU;EU;HU;DE;LH;LH1677;0;BUD;MUC;1325;0;1445;0;;;;;;;7;321;AirbusA321-100/200;W;PAXULD;25NOV12;25NOV12
3284;EU;EU;HU;DE;LH;LH1677;0;BUD;MUC;1325;0;1445;0;;;;;;;7;321;AirbusA321-100/200;W;PAXULD;02DEC12;16DEC12
3285;EU;EU;DE;DE;LH;LH168;0;FRA;TXL;1145;0;1255;0;;2;3;4;;;;320;AirbusA320-100/200;W;PAXULD;21NOV12;29NOV12
3286;EU;EU;DE;DE;LH;LH168;0;FRA;TXL;1145;0;1255;0;;;;;5;;;319;AirbusA319;O;Others;23NOV12;23NOV12
3287;EU;EU;DE;DE;LH;LH168;0;FRA;TXL;1145;0;1255;0;1;;;;;;;321;AirbusA321-100/200;W;PAXULD;26NOV12;03DEC12
3288;EU;EU;DE;DE;LH;LH168;0;FRA;TXL;1145;0;1255;0;;;;;5;;;319;AirbusA319;O;Others;30NOV12;30NOV12
3289;EU;EU;DE;DE;LH;LH168;0;FRA;TXL;1145;0;1255;0;;2;3;;;;;320;AirbusA320-100/200;W;PAXULD;04DEC12;11DEC12
3290;EU;EU;DE;DE;LH;LH168;0;FRA;TXL;1145;0;1255;0;1;;;4;;;;321;AirbusA321-100/200;W;PAXULD;06DEC12;13DEC12
3291;EU;EU;DE;DE;LH;LH168;0;FRA;TXL;1145;0;1255;0;;;;;5;;;319;AirbusA319;O;Others;07DEC12;07DEC12
3292;EU;EU;DE;DE;LH;LH168;0;FRA;TXL;1145;0;1255;0;1;;3;;5;;;319;AirbusA319;O;Others;12DEC12;17DEC12
3293;EU;EU;DE;DE;LH;LH168;0;FRA;TXL;1145;0;1255;0;;2;3;4;;;;320;AirbusA320-100/200;W;PAXULD;18DEC12;20DEC12
3294;EU;EU;DE;DE;LH;LH168;0;FRA;TXL;1145;0;1255;0;;;;;5;;;319;AirbusA319;O;Others;21DEC12;21DEC12
3295;EU;EU;DE;HU;LH;LH1680;0;MUC;BUD;1500;0;1615;0;1;2;3;4;;;7;321;AirbusA321-100/200;W;PAXULD;20NOV12;19DEC12
3296;EU;EU;DE;HU;LH;LH1680;0;MUC;BUD;1500;0;1615;0;;;;;;6;;31W;AirbusA319;O;Others;17NOV12;24NOV12
3297;EU;EU;DE;HU;LH;LH1680;0;MUC;BUD;1500;0;1615;0;;;;;5;;;320;AirbusA320-100/200;W;PAXULD;23NOV12;30NOV12
3298;EU;EU;DE;HU;LH;LH1680;0;MUC;BUD;1500;0;1615;0;;;;;;6;;320;AirbusA320-100/200;W;PAXULD;01DEC12;01DEC12
3299;EU;EU;DE;HU;LH;LH1680;0;MUC;BUD;1500;0;1615;0;;;;;5;;;321;AirbusA321-100/200;W;PAXULD;07DEC12;07DEC12
3300;EU;EU;DE;HU;LH;LH1680;0;MUC;BUD;1500;0;1615;0;;;;;;6;;31W;AirbusA319;O;Others;08DEC12;15DEC12
3301;EU;EU;DE;HU;LH;LH1680;0;MUC;BUD;1500;0;1615;0;;;;4;5;;;320;AirbusA320-100/200;W;PAXULD;14DEC12;20DEC12
3302;EU;EU;DE;HU;LH;LH1680;0;MUC;BUD;1500;0;1615;0;;;;;5;;;321;AirbusA321-100/200;W;PAXULD;21DEC12;21DEC12
3303;EU;EU;HU;DE;LH;LH1681;0;BUD;MUC;1700;0;1820;0;1;2;3;4;;;7;321;AirbusA321-100/200;W;PAXULD;20NOV12;19DEC12
3304;EU;EU;HU;DE;LH;LH1681;0;BUD;MUC;1700;0;1820;0;;;;;;6;;31W;AirbusA319;O;Others;17NOV12;24NOV12
3305;EU;EU;HU;DE;LH;LH1681;0;BUD;MUC;1700;0;1820;0;;;;;5;;;320;AirbusA320-100/200;W;PAXULD;23NOV12;30NOV12
3306;EU;EU;HU;DE;LH;LH1681;0;BUD;MUC;1700;0;1820;0;;;;;;6;;320;AirbusA320-100/200;W;PAXULD;01DEC12;01DEC12
3307;EU;EU;HU;DE;LH;LH1681;0;BUD;MUC;1700;0;1820;0;;;;;5;;;321;AirbusA321-100/200;W;PAXULD;07DEC12;07DEC12
3308;EU;EU;HU;DE;LH;LH1681;0;BUD;MUC;1700;0;1820;0;;;;;;6;;31W;AirbusA319;O;Others;08DEC12;15DEC12
3309;EU;EU;HU;DE;LH;LH1681;0;BUD;MUC;1700;0;1820;0;;;;4;5;;;320;AirbusA320-100/200;W;PAXULD;14DEC12;20DEC12
3310;EU;EU;HU;DE;LH;LH1681;0;BUD;MUC;1700;0;1820;0;;;;;5;;;321;AirbusA321-100/200;W;PAXULD;21DEC12;21DEC12
3311;EU;EU;DE;HU;LH;LH1682;0;MUC;BUD;1655;0;1820;0;;;;;;6;7;DH4;DeHavillandCanadaDHC-8Dash8-400;O;Others;04NOV12;23DEC12
3312;EU;EU;DE;HU;LH;LH1682;0;MUC;BUD;1710;0;1825;0;1;2;3;4;5;;;E95;EmbraerERJ195;O;Others;05NOV12;21DEC12
3313;EU;EU;HU;DE;LH;LH1683;0;BUD;MUC;1855;0;2025;0;;;;;;6;7;DH4;DeHavillandCanadaDHC-8Dash8-400;O;Others;04NOV12;23DEC12
3314;EU;EU;HU;DE;LH;LH1683;0;BUD;MUC;1905;0;2020;0;1;2;3;4;5;;;E95;EmbraerERJ195;O;Others;05NOV12;21DEC12
3315;EU;EU;DE;HU;LH;LH1684;0;MUC;BUD;2135;0;2250;0;;;;4;;;;321;AirbusA321-100/200;W;PAXULD;22NOV12;22NOV12
3316;EU;EU;DE;HU;LH;LH1684;0;MUC;BUD;2135;0;2250;0;;;;;;6;;320;AirbusA320-100/200;W;PAXULD;24NOV12;24NOV12
3317;EU;EU;DE;HU;LH;LH1684;0;MUC;BUD;2135;0;2250;0;;;3;;5;;;320;AirbusA320-100/200;W;PAXULD;21NOV12;30NOV12
3318;EU;EU;DE;HU;LH;LH1684;0;MUC;BUD;2135;0;2250;0;;2;;4;;;7;320;AirbusA320-100/200;W;PAXULD;25NOV12;29NOV12
3319;EU;EU;DE;HU;LH;LH1684;0;MUC;BUD;2135;0;2250;0;1;;;;;;;319;AirbusA319;O;Others;26NOV12;26NOV12
3320;EU;EU;DE;HU;LH;LH1684;0;MUC;BUD;2135;0;2250;0;;;;;;6;7;319;AirbusA319;O;Others;01DEC12;02DEC12
3321;EU;EU;DE;HU;LH;LH1684;0;MUC;BUD;2135;0;2250;0;1;;;;;;;319;AirbusA319;O;Others;03DEC12;10DEC12
3322;EU;EU;DE;HU;LH;LH1684;0;MUC;BUD;2135;0;2250;0;;2;;4;5;;;321;AirbusA321-100/200;W;PAXULD;04DEC12;07DEC12
3323;EU;EU;DE;HU;LH;LH1684;0;MUC;BUD;2135;0;2250;0;;;3;;;;;321;AirbusA321-100/200;W;PAXULD;05DEC12;19DEC12
3324;EU;EU;DE;HU;LH;LH1684;0;MUC;BUD;2135;0;2250;0;;;;;;6;;320;AirbusA320-100/200;W;PAXULD;08DEC12;30MAR13
3325;EU;EU;DE;HU;LH;LH1684;0;MUC;BUD;2135;0;2250;0;;;;4;;;7;320;AirbusA320-100/200;W;PAXULD;09DEC12;20DEC12
3326;EU;EU;DE;HU;LH;LH1684;0;MUC;BUD;2135;0;2250;0;;2;;;;;;320;AirbusA320-100/200;W;PAXULD;11DEC12;11DEC12
3327;EU;EU;DE;HU;LH;LH1684;0;MUC;BUD;2135;0;2250;0;1;2;;;5;;;321;AirbusA321-100/200;W;PAXULD;14DEC12;21DEC12
3328;EU;EU;HU;DE;LH;LH1685;0;BUD;MUC;0610;0;0730;0;;;;;;;7;320;AirbusA320-100/200;W;PAXULD;25NOV12;25NOV12
3329;EU;EU;HU;DE;LH;LH1685;0;BUD;MUC;0610;0;0730;0;;2;3;;5;6;;321;AirbusA321-100/200;W;PAXULD;14NOV12;23NOV12
3330;EU;EU;HU;DE;LH;LH1685;0;BUD;MUC;0610;0;0730;0;;;;4;;6;;320;AirbusA320-100/200;W;PAXULD;22NOV12;01DEC12
3331;EU;EU;HU;DE;LH;LH1685;0;BUD;MUC;0610;0;0730;0;1;;3;;5;;;320;AirbusA320-100/200;W;PAXULD;26NOV12;30NOV12
3332;EU;EU;HU;DE;LH;LH1685;0;BUD;MUC;0610;0;0730;0;;2;;;;;;319;AirbusA319;O;Others;27NOV12;27NOV12
3333;EU;EU;HU;DE;LH;LH1685;0;BUD;MUC;0610;0;0730;0;1;;;;;;7;319;AirbusA319;O;Others;02DEC12;03DEC12
3334;EU;EU;HU;DE;LH;LH1685;0;BUD;MUC;0610;0;0730;0;;2;;;;;;319;AirbusA319;O;Others;04DEC12;11DEC12
3335;EU;EU;HU;DE;LH;LH1685;0;BUD;MUC;0610;0;0730;0;;;3;;5;;;321;AirbusA321-100/200;W;PAXULD;05DEC12;07DEC12
3336;EU;EU;HU;DE;LH;LH1685;0;BUD;MUC;0610;0;0730;0;;;;4;;6;;321;AirbusA321-100/200;W;PAXULD;06DEC12;22DEC12
3337;EU;EU;HU;DE;LH;LH1685;0;BUD;MUC;0610;0;0730;0;;;;;;;7;320;AirbusA320-100/200;W;PAXULD;09DEC12;24MAR13
3338;EU;EU;HU;DE;LH;LH1685;0;BUD;MUC;0610;0;0730;0;1;;3;;;;;320;AirbusA320-100/200;W;PAXULD;10DEC12;17DEC12
3339;EU;EU;HU;DE;LH;LH1685;0;BUD;MUC;0610;0;0730;0;;;;;5;;;320;AirbusA320-100/200;W;PAXULD;14DEC12;21DEC12
3340;EU;EU;HU;DE;LH;LH1685;0;BUD;MUC;0610;0;0730;0;;2;3;;;;;321;AirbusA321-100/200;W;PAXULD;18DEC12;19DEC12
3341;EU;EU;DE;CZ;LH;LH1688;0;MUC;PRG;0800;0;0855;0;;;;;;6;7;CR9;CanadairRegionalJet900;O;Others;04NOV12;23DEC12
3342;EU;EU;DE;CZ;LH;LH1688;0;MUC;PRG;0800;0;0855;0;1;2;3;4;5;;;E95;EmbraerERJ195;O;Others;05NOV12;21DEC12
3343;EU;EU;CZ;DE;LH;LH1689;0;PRG;MUC;0930;0;1025;0;;;;;;6;7;CR9;CanadairRegionalJet900;O;Others;04NOV12;23DEC12
3344;EU;EU;CZ;DE;LH;LH1689;0;PRG;MUC;0930;0;1025;0;1;2;3;4;5;;;E95;EmbraerERJ195;O;Others;05NOV12;21DEC12
3345;EU;EU;DE;CZ;LH;LH1690;0;MUC;PRG;1130;0;1225;0;;2;;4;5;6;7;E95;EmbraerERJ195;O;Others;28OCT12;30MAR13
3346;EU;EU;DE;CZ;LH;LH1690;0;MUC;PRG;1140;0;1235;0;1;;;;;;;E95;EmbraerERJ195;O;Others;29OCT12;17DEC12
3347;EU;EU;DE;CZ;LH;LH1690;0;MUC;PRG;1130;0;1225;0;;;3;;;;;E95;EmbraerERJ195;O;Others;07NOV12;19DEC12
3348;EU;EU;CZ;DE;LH;LH1691;0;PRG;MUC;1320;0;1415;0;1;2;3;4;5;6;7;E95;EmbraerERJ195;O;Others;28OCT12;30MAR13
3349;EU;EU;DE;CZ;LH;LH1692;0;MUC;PRG;1550;0;1645;0;1;;;;;;7;E95;EmbraerERJ195;O;Others;04NOV12;02DEC12
3350;EU;EU;DE;CZ;LH;LH1692;0;MUC;PRG;1540;0;1635;0;;2;;4;;6;;E95;EmbraerERJ195;O;Others;06NOV12;22DEC12
3351;EU;EU;DE;CZ;LH;LH1692;0;MUC;PRG;1540;0;1635;0;;;3;;;;;E95;EmbraerERJ195;O;Others;07NOV12;09JAN13
3352;EU;EU;DE;CZ;LH;LH1692;0;MUC;PRG;1540;0;1635;0;;;;;5;;;E95;EmbraerERJ195;O;Others;09NOV12;29MAR13
3353;EU;EU;DE;CZ;LH;LH1692;0;MUC;PRG;1540;0;1635;0;1;;;;;;;E95;EmbraerERJ195;O;Others;03DEC12;17DEC12
3354;EU;EU;DE;CZ;LH;LH1692;0;MUC;PRG;1540;0;1635;0;;;;;;;7;E95;EmbraerERJ195;O;Others;09DEC12;24MAR13
3355;EU;EU;CZ;DE;LH;LH1693;0;PRG;MUC;1720;0;1815;0;;;3;;;6;7;E95;EmbraerERJ195;O;Others;04NOV12;13JAN13
3356;EU;EU;CZ;DE;LH;LH1693;0;PRG;MUC;1720;0;1815;0;1;2;;4;;;;E95;EmbraerERJ195;O;Others;05NOV12;20DEC12
3357;EU;EU;CZ;DE;LH;LH1693;0;PRG;MUC;1720;0;1815;0;;;;;5;;;E95;EmbraerERJ195;O;Others;09NOV12;29MAR13
3358;EU;EU;DE;CZ;LH;LH1696;0;MUC;PRG;1930;0;2025;0;;;;;;6;7;E95;EmbraerERJ195;O;Others;28OCT12;30MAR13
3359;EU;EU;DE;CZ;LH;LH1696;0;MUC;PRG;1930;0;2025;0;1;2;;;;;;E95;EmbraerERJ195;O;Others;29OCT12;18DEC12
3360;EU;EU;DE;CZ;LH;LH1696;0;MUC;PRG;1930;0;2025;0;;;3;4;5;;;E95;EmbraerERJ195;O;Others;31OCT12;28MAR13
3361;EU;EU;CZ;DE;LH;LH1697;0;PRG;MUC;0650;0;0745;0;;2;3;;;6;7;E95;EmbraerERJ195;O;Others;28OCT12;23DEC12
3362;EU;EU;CZ;DE;LH;LH1697;0;PRG;MUC;0650;0;0745;0;1;;;4;5;;;E95;EmbraerERJ195;O;Others;29OCT12;29MAR13
3363;EU;EU;DE;DE;LH;LH170;0;FRA;TXL;0645;0;0755;0;;;3;4;;;7;321;AirbusA321-100/200;W;PAXULD;21NOV12;29NOV12
3364;EU;EU;DE;DE;LH;LH170;0;FRA;TXL;0645;0;0755;0;;2;;;5;6;;319;AirbusA319;O;Others;16NOV12;27NOV12
3365;EU;EU;DE;DE;LH;LH170;0;FRA;TXL;0645;0;0755;0;1;;;;;;;321;AirbusA321-100/200;W;PAXULD;26NOV12;10DEC12
3366;EU;EU;DE;DE;LH;LH170;0;FRA;TXL;0645;0;0755;0;;;3;;5;;;321;AirbusA321-100/200;W;PAXULD;30NOV12;05DEC12
3367;EU;EU;DE;DE;LH;LH170;0;FRA;TXL;0645;0;0755;0;;2;;4;5;6;7;319;AirbusA319;O;Others;01DEC12;08DEC12
3368;EU;EU;DE;DE;LH;LH170;0;FRA;TXL;0645;0;0755;0;;;3;;5;;7;321;AirbusA321-100/200;W;PAXULD;09DEC12;16DEC12
3369;EU;EU;DE;DE;LH;LH170;0;FRA;TXL;0645;0;0755;0;1;2;;4;;6;;319;AirbusA319;O;Others;11DEC12;17DEC12
